pm25,pm10,co2,humidity,temperature,voc_reported,label
40.93,57.3,941.56,47.99,26.29,364.58,RISING_RISK
22.12,32.85,678.94,53.88,23.78,235.53,NORMAL
10.22,12.23,540.11,46.53,23.57,150.76,NORMAL
36.85,56.78,911.67,47.79,25.98,309.48,RISING_RISK
20.06,32.85,669.99,49.77,26.13,244.78,NORMAL
37.97,54.46,920.99,47.78,26.61,354.07,RISING_RISK
21.08,31.32,672.35,54.57,23.95,237.01,NORMAL
10.78,12.83,546.51,46.7,23.7,146.91,NORMAL
38.12,58.79,918.07,48.93,26.27,317.16,RISING_RISK
20.09,30.81,663.28,48.97,26.27,238.34,NORMAL
37.85,53.85,889.73,47.47,26.16,347.03,RISING_RISK
21.87,27.57,673.13,53.59,23.5,222.77,NORMAL
9.66,10.46,550.27,47.5,24.19,142.25,NORMAL
39.74,58.37,923.55,49.57,26.23,326.21,RISING_RISK
21.98,31.04,669.99,49.37,25.85,235.56,NORMAL
36.25,52.09,873.64,46.02,25.68,343.77,RISING_RISK
23.98,28.13,673.93,53.9,23.34,221.28,NORMAL
10.33,10.31,543.98,48.56,24.69,150.89,NORMAL
36.91,59.26,930.16,48.81,26.2,324.23,RISING_RISK
20.26,33.04,653.94,48.05,25.61,227.96,NORMAL
38.66,52.41,888.17,45.67,26.05,344.19,RISING_RISK
23.21,24.14,665.79,52.89,23.61,208.38,NORMAL
9.82,9.65,544.95,49.53,24.81,163.78,NORMAL
36.4,57.37,938.68,50.12,26.66,327.07,RISING_RISK
18.59,29.98,642.45,48.29,25.47,226.27,NORMAL
37.65,50.38,907.28,45.26,25.8,349.11,RISING_RISK
22.23,26.12,659.01,50.8,23.42,200.68,NORMAL
10.94,10.75,544.93,48.88,24.69,156.43,NORMAL
37.81,57.91,953.92,50.29,26.61,332.14,RISING_RISK
20.86,30.27,646.73,46.34,25.88,215.8,NORMAL
39.53,52.15,895.25,44.44,26.16,354.95,RISING_RISK
18.85,22.87,645.46,50.5,23.9,200.52,NORMAL
9.48,7.37,534.69,49.32,24.81,155.39,NORMAL
38.9,59.32,968.47,49.73,26.28,339.62,RISING_RISK
22.0,27.6,653.75,45.68,25.74,217.35,NORMAL
40.0,55.54,910.03,45.61,26.48,354.6,RISING_RISK
18.32,21.43,636.76,48.82,24.28,194.57,NORMAL
8.95,9.18,533.73,49.91,24.57,164.9,NORMAL
41.11,61.67,971.33,50.48,26.01,348.8,RISING_RISK
21.4,27.06,658.03,42.94,25.75,210.67,NORMAL
39.17,57.37,912.15,43.88,26.52,354.99,RISING_RISK
15.94,22.12,626.93,50.1,23.86,192.04,NORMAL
7.17,10.74,536.54,50.55,24.6,170.76,NORMAL
40.59,60.3,993.94,52.33,25.59,366.88,RISING_RISK
22.17,30.43,665.48,42.43,25.57,222.84,NORMAL
42.19,55.66,926.62,42.08,26.68,359.01,RISING_RISK
15.06,19.34,614.64,47.64,23.72,180.45,NORMAL
7.54,9.03,545.43,50.37,24.74,167.4,NORMAL
42.37,61.13,1004.21,52.62,25.22,382.33,STAGNATION_PREDICTED
25.05,32.72,680.47,42.18,25.72,239.0,NORMAL
43.56,56.65,950.89,41.23,26.31,363.81,RISING_RISK
16.19,20.04,598.03,47.75,23.9,182.79,NORMAL
8.44,11.3,536.45,50.91,24.94,178.77,NORMAL
42.01,61.39,1018.0,53.8,25.37,396.29,STAGNATION_PREDICTED
23.53,39.44,706.54,43.34,25.66,238.14,NORMAL
44.16,54.38,959.35,42.74,25.72,364.88,RISING_RISK
17.02,21.77,587.42,48.59,23.41,183.81,NORMAL
10.51,11.37,539.6,51.0,24.41,183.86,NORMAL
43.07,59.8,1022.04,54.27,25.4,402.66,STAGNATION_PREDICTED
24.16,42.5,725.94,44.53,25.64,249.48,NORMAL
45.29,55.19,961.9,42.05,25.44,370.43,RISING_RISK
19.12,20.19,577.55,48.0,23.34,176.85,NORMAL
10.47,11.29,537.12,50.98,24.63,172.93,NORMAL
43.01,59.9,1021.54,54.0,25.95,397.35,STAGNATION_PREDICTED
24.8,43.59,739.44,44.74,25.89,258.03,NORMAL
44.2,52.93,956.85,40.89,25.05,373.06,RISING_RISK
19.97,19.42,575.54,46.88,23.47,185.6,NORMAL
12.69,14.12,541.11,50.5,24.71,162.2,NORMAL
43.51,59.06,1042.89,53.4,25.88,392.64,STAGNATION_PREDICTED
25.8,46.7,759.12,44.7,25.79,265.33,NORMAL
44.92,54.42,963.32,41.8,25.02,371.57,RISING_RISK
18.52,22.41,562.97,48.16,23.12,189.52,NORMAL
10.33,16.84,551.17,50.25,25.06,161.43,NORMAL
42.13,56.64,1007.81,52.63,25.74,380.18,STAGNATION_PREDICTED
27.32,48.17,779.39,45.27,26.05,261.75,NORMAL
46.9,57.3,958.16,41.61,25.17,364.79,RISING_RISK
17.57,21.67,560.85,47.38,22.79,190.77,NORMAL
10.49,14.36,539.94,50.45,24.76,166.77,NORMAL
40.01,51.87,991.76,52.96,25.62,367.71,RISING_RISK
29.7,50.19,822.08,43.29,26.07,267.65,RISING_RISK
50.06,55.44,954.26,40.39,25.49,366.48,RISING_RISK
16.73,22.49,544.97,46.96,22.9,195.27,NORMAL
10.49,15.83,543.91,50.8,24.66,169.96,NORMAL
39.08,51.83,966.09,54.16,25.76,378.52,RISING_RISK
33.07,51.78,845.77,42.2,25.92,278.14,RISING_RISK
50.52,59.97,948.76,40.68,25.71,375.56,RISING_RISK
16.57,20.01,541.79,48.33,22.74,191.18,NORMAL
9.63,19.06,541.52,50.65,24.25,165.36,NORMAL
36.3,47.31,940.1,52.45,25.5,356.81,RISING_RISK
35.04,53.27,839.73,41.23,25.92,282.7,RISING_RISK
52.04,62.31,958.91,40.08,25.68,371.36,RISING_RISK
13.38,18.96,550.09,49.63,22.61,191.69,NORMAL
7.92,22.12,548.74,50.71,24.44,169.59,NORMAL
34.15,41.81,907.32,51.5,25.31,343.37,NORMAL
38.4,56.72,840.8,39.66,25.51,277.58,RISING_RISK
52.3,64.67,961.84,39.54,26.13,366.82,RISING_RISK
16.99,21.18,530.82,49.97,22.3,191.63,NORMAL
8.17,23.39,532.68,49.02,24.11,163.97,NORMAL
32.56,41.9,877.08,51.26,25.18,321.36,NORMAL
39.2,54.85,860.29,39.82,25.58,276.62,RISING_RISK
52.72,67.03,954.72,40.96,26.05,357.85,RISING_RISK
16.65,19.68,535.48,50.95,22.75,184.14,NORMAL
10.22,22.93,545.84,49.62,23.63,163.28,NORMAL
30.22,39.74,868.24,50.11,25.06,315.55,NORMAL
38.66,53.99,853.27,38.35,25.52,285.25,RISING_RISK
52.55,65.79,966.91,40.28,25.89,352.57,RISING_RISK
16.75,20.09,537.44,49.49,22.55,187.2,NORMAL
7.5,21.88,545.54,50.67,23.47,172.29,NORMAL
28.13,32.66,851.26,48.98,24.55,302.81,NORMAL
37.8,58.09,858.99,39.92,25.12,292.07,RISING_RISK
51.82,65.97,973.2,39.65,25.46,351.77,RISING_RISK
16.57,19.25,540.94,49.34,22.64,192.34,NORMAL
7.47,21.7,544.72,49.88,22.55,160.79,NORMAL
26.05,29.34,831.0,49.68,24.33,303.93,NORMAL
39.57,61.25,866.72,39.95,25.02,298.19,RISING_RISK
49.32,68.26,977.3,40.99,25.41,339.98,RISING_RISK
14.19,18.0,531.17,50.58,23.34,196.8,NORMAL
5.23,17.79,546.43,50.74,22.17,163.66,NORMAL
22.27,29.28,814.29,49.95,24.11,289.94,NORMAL
36.01,65.28,873.27,40.44,25.05,305.55,RISING_RISK
51.37,69.19,974.21,40.33,25.43,352.34,RISING_RISK
12.31,16.93,539.21,50.53,22.93,187.32,NORMAL
6.56,18.24,536.24,50.41,21.76,160.67,NORMAL
21.96,27.17,804.73,48.58,24.11,291.17,NORMAL
37.03,67.94,872.04,40.36,25.42,308.66,RISING_RISK
53.26,71.22,980.24,41.44,25.39,353.51,RISING_RISK
11.4,18.02,540.47,50.09,22.99,194.2,NORMAL
8.21,18.81,527.49,50.23,21.28,153.0,NORMAL
20.45,26.38,785.58,48.37,24.18,289.51,NORMAL
39.88,70.37,878.12,40.73,25.75,322.24,RISING_RISK
53.53,75.57,981.88,40.56,25.59,358.36,RISING_RISK
11.02,18.14,537.11,49.66,23.17,186.25,NORMAL
10.29,21.57,521.6,50.32,21.74,153.27,NORMAL
20.36,28.74,767.75,48.94,23.32,287.02,NORMAL
39.67,70.26,890.84,40.47,25.7,324.68,RISING_RISK
53.06,76.64,968.64,40.62,25.53,363.65,RISING_RISK
12.07,19.32,529.11,49.69,23.28,189.79,NORMAL
9.87,22.91,523.45,49.0,22.09,146.16,NORMAL
20.83,31.97,745.92,49.31,23.47,286.27,NORMAL
39.9,71.05,900.93,39.45,25.73,323.47,RISING_RISK
50.92,75.39,948.21,40.48,25.64,345.64,RISING_RISK
13.44,19.7,547.61,49.63,22.96,187.23,NORMAL
11.46,22.45,535.01,48.36,22.65,138.91,NORMAL
20.82,27.35,746.95,47.12,23.2,281.55,NORMAL
41.67,71.4,916.94,40.05,25.88,330.83,RISING_RISK
43.55,73.95,921.39,42.2,25.56,328.98,RISING_RISK
13.88,22.63,539.91,51.32,23.09,180.59,NORMAL
9.18,25.34,527.69,47.89,22.64,133.16,NORMAL
21.86,29.06,730.71,46.93,23.71,279.9,NORMAL
42.1,71.43,936.72,39.14,26.54,350.13,RISING_RISK
41.04,71.57,901.81,42.3,25.09,310.34,RISING_RISK
12.34,24.99,534.1,51.58,23.01,175.93,NORMAL
10.13,23.83,537.69,47.24,22.73,127.16,NORMAL
19.38,25.13,714.75,47.59,23.89,287.86,NORMAL
43.66,68.88,941.87,40.34,26.21,349.4,RISING_RISK
39.78,68.73,866.68,42.48,25.19,306.38,RISING_RISK
12.11,26.32,534.95,51.91,23.12,178.47,NORMAL
11.12,28.19,534.56,48.07,22.76,129.11,NORMAL
17.44,27.58,711.02,46.79,24.42,278.96,NORMAL
44.47,71.72,946.59,39.94,25.82,349.02,RISING_RISK
40.29,67.97,844.16,41.4,25.2,293.0,RISING_RISK
10.42,28.17,546.95,50.57,22.9,179.63,NORMAL
12.18,33.34,529.06,47.86,23.19,130.34,NORMAL
18.19,33.82,727.09,46.69,24.31,289.2,NORMAL
43.73,70.49,956.78,40.88,25.77,343.5,RISING_RISK
42.04,66.57,838.99,39.96,25.56,293.15,RISING_RISK
9.91,25.8,546.14,50.33,22.73,179.07,NORMAL
11.27,30.83,531.76,45.78,22.78,115.48,NORMAL
20.63,38.21,762.12,46.48,23.72,294.04,NORMAL
42.28,67.22,934.6,40.09,25.15,338.56,RISING_RISK
38.64,64.43,822.01,40.2,25.32,296.39,RISING_RISK
12.49,27.02,547.06,51.5,22.17,181.81,NORMAL
13.59,32.1,540.34,45.68,22.91,109.23,NORMAL
22.94,41.57,776.58,46.67,23.44,303.04,NORMAL
40.43,65.64,902.52,41.41,24.94,335.87,RISING_RISK
38.19,59.46,805.68,41.22,25.23,298.3,RISING_RISK
10.69,24.64,557.04,50.67,22.33,191.7,NORMAL
13.77,30.47,541.84,45.14,23.13,101.6,NORMAL
24.13,44.13,789.1,46.33,23.46,299.43,NORMAL
39.66,62.43,885.8,40.57,24.84,320.18,RISING_RISK
38.21,57.7,784.86,39.64,25.4,283.23,RISING_RISK
10.29,26.32,538.92,50.75,22.61,190.25,NORMAL
10.69,29.19,532.63,46.9,23.5,116.96,NORMAL
25.11,45.11,809.39,46.35,23.24,305.08,NORMAL
38.0,63.14,867.01,40.55,25.22,297.87,RISING_RISK
34.37,54.67,760.26,37.89,25.16,273.87,RISING_RISK
8.85,26.77,540.14,51.79,22.65,188.78,NORMAL
10.72,28.65,534.31,47.25,23.73,127.64,NORMAL
28.16,47.48,812.7,46.21,22.89,315.77,NORMAL
35.47,57.86,856.29,42.58,25.36,296.74,RISING_RISK
34.02,51.85,732.25,37.73,25.27,274.63,RISING_RISK
7.75,26.52,539.55,52.4,22.31,178.42,NORMAL
10.78,29.35,529.44,47.71,23.96,135.41,NORMAL
30.08,47.76,826.59,45.86,22.88,317.46,NORMAL
33.57,58.15,822.78,42.41,24.79,288.79,RISING_RISK
33.91,50.64,746.86,38.1,24.82,278.89,RISING_RISK
8.0,22.84,536.75,51.99,22.68,171.13,NORMAL
10.56,27.47,532.42,45.57,23.57,119.47,NORMAL
29.77,48.69,833.01,45.22,23.28,323.14,NORMAL
34.28,53.99,809.62,42.62,24.79,281.76,RISING_RISK
35.01,47.65,727.33,38.67,24.56,274.8,RISING_RISK
6.37,24.6,540.16,52.5,22.54,174.0,NORMAL
10.9,25.8,528.28,43.52,23.9,119.27,NORMAL
33.25,52.96,854.19,44.95,23.3,333.09,RISING_RISK
33.78,54.25,801.14,42.24,24.78,274.88,RISING_RISK
36.14,45.19,729.41,39.44,24.54,260.61,RISING_RISK
11.48,26.91,561.25,51.3,22.12,181.35,NORMAL
9.15,30.44,520.56,42.85,23.61,119.36,NORMAL
37.27,54.47,881.06,45.24,23.09,345.99,RISING_RISK
32.45,52.49,794.92,41.92,24.65,274.16,RISING_RISK
36.6,42.63,711.0,40.67,24.34,251.94,RISING_RISK
12.51,29.79,591.81,51.03,22.18,189.84,NORMAL
11.65,30.1,513.19,43.18,23.49,128.22,NORMAL
37.66,53.62,885.76,45.41,23.79,344.76,RISING_RISK
32.57,50.8,776.12,43.32,24.64,265.84,RISING_RISK
37.76,42.57,699.91,40.75,24.63,242.72,RISING_RISK
13.61,30.0,616.01,50.42,22.08,195.62,NORMAL
12.51,35.77,514.18,44.64,23.66,132.24,NORMAL
40.37,55.45,904.33,43.27,24.05,356.59,RISING_RISK
29.1,50.45,769.61,41.38,24.65,258.9,RISING_RISK
35.96,40.21,676.04,40.09,24.96,234.21,RISING_RISK
15.45,32.92,639.82,49.54,22.31,199.02,NORMAL
13.2,34.01,523.39,43.54,23.79,129.86,NORMAL
40.39,59.28,912.27,41.08,23.72,366.08,RISING_RISK
28.25,47.32,769.9,42.51,24.61,254.33,NORMAL
35.21,38.33,682.63,42.83,25.21,243.74,RISING_RISK
18.38,34.17,662.49,47.79,21.97,206.55,NORMAL
17.39,30.4,514.92,44.18,23.93,138.37,NORMAL
40.65,58.48,916.75,40.5,23.86,369.58,RISING_RISK
29.01,40.93,760.36,42.84,24.82,248.69,NORMAL
34.83,36.35,676.25,42.11,24.71,230.14,NORMAL
20.04,35.77,677.26,48.23,22.23,222.27,NORMAL
16.01,29.04,502.98,44.74,24.24,144.12,NORMAL
42.76,57.94,927.01,40.88,24.16,368.88,RISING_RISK
24.95,40.21,729.57,42.08,25.23,243.03,NORMAL
32.39,39.44,658.94,42.79,25.08,232.34,NORMAL
19.15,34.88,690.12,47.35,22.92,223.54,NORMAL
14.0,30.55,516.41,43.95,24.74,146.71,NORMAL
36.31,59.19,902.27,39.54,23.88,357.59,RISING_RISK
24.33,40.59,722.43,42.06,25.68,244.62,NORMAL
31.49,35.06,648.48,40.03,24.65,223.73,NORMAL
17.06,34.66,707.73,46.82,23.01,229.82,NORMAL
14.12,31.06,518.43,45.21,24.32,141.15,NORMAL
34.92,59.55,891.05,40.49,23.62,344.71,RISING_RISK
23.32,35.95,709.01,40.73,25.69,240.36,NORMAL
31.17,35.85,651.39,40.79,24.79,216.14,NORMAL
17.43,34.25,731.54,47.1,23.29,248.19,NORMAL
13.74,27.87,514.93,46.8,24.56,155.28,NORMAL
33.76,57.88,861.35,41.56,23.2,345.62,RISING_RISK
21.45,33.58,712.41,41.2,26.1,229.01,NORMAL
29.54,36.45,650.26,38.98,24.85,211.11,NORMAL
18.17,33.69,749.9,45.13,23.49,245.37,NORMAL
13.63,30.19,518.86,44.74,24.58,140.54,NORMAL
30.75,55.6,841.29,42.27,23.11,333.67,RISING_RISK
21.26,35.64,699.27,39.94,25.9,215.64,NORMAL
28.85,38.09,632.55,38.37,24.48,206.37,NORMAL
17.82,39.04,765.65,44.99,24.21,249.27,NORMAL
12.91,27.57,514.67,43.37,25.11,144.57,NORMAL
30.02,54.4,829.9,44.33,23.68,323.39,RISING_RISK
22.13,37.08,689.33,38.51,26.14,210.15,NORMAL
29.71,38.85,612.19,37.05,24.61,201.28,NORMAL
22.74,41.91,783.39,45.47,24.16,260.53,NORMAL
13.99,26.11,523.45,44.42,24.59,145.78,NORMAL
27.64,55.21,800.25,44.34,23.91,326.29,RISING_RISK
22.19,35.99,660.5,39.76,26.22,207.3,NORMAL
27.65,37.87,601.28,37.93,24.45,200.04,NORMAL
26.28,45.99,806.53,46.35,24.11,276.8,NORMAL
14.79,23.41,519.01,46.17,24.37,154.54,NORMAL
27.39,52.99,788.93,44.94,24.18,320.56,RISING_RISK
20.22,35.01,656.84,39.85,26.19,192.46,NORMAL
28.99,38.25,590.96,36.07,23.53,200.56,NORMAL
27.31,44.76,831.62,46.89,23.92,290.72,NORMAL
14.08,24.16,509.74,44.11,24.29,146.9,NORMAL
25.66,53.91,779.65,45.51,24.31,313.69,RISING_RISK
19.15,32.52,633.49,40.82,26.44,185.75,NORMAL
27.53,41.35,564.82,34.62,23.88,198.02,NORMAL
29.53,45.49,843.21,46.44,23.65,305.21,NORMAL
14.99,31.57,499.51,43.5,24.08,151.81,NORMAL
23.6,52.65,765.0,46.02,24.35,312.18,RISING_RISK
19.66,33.9,622.22,43.23,26.85,186.59,NORMAL
25.12,43.65,556.46,33.94,23.68,197.72,NORMAL
32.82,46.75,847.5,46.13,23.78,311.87,NORMAL
18.06,29.87,535.14,41.88,24.18,169.12,NORMAL
21.16,50.63,745.07,44.72,24.12,299.52,RISING_RISK
18.39,31.69,608.29,43.74,26.88,184.87,NORMAL
23.92,42.38,553.98,35.06,23.31,190.65,NORMAL
35.55,49.77,870.35,45.19,23.61,312.18,RISING_RISK
19.65,33.9,567.84,40.88,23.89,189.0,NORMAL
17.54,49.76,741.48,44.63,23.58,298.14,NORMAL
19.33,35.47,587.99,44.2,26.83,180.9,NORMAL
25.61,43.44,548.54,35.72,23.53,188.65,NORMAL
36.36,51.31,885.51,45.1,23.23,316.33,RISING_RISK
23.73,36.74,600.34,40.48,23.99,200.43,NORMAL
18.03,47.17,728.47,45.64,23.87,294.22,NORMAL
19.29,36.49,597.17,44.92,27.08,183.12,NORMAL
25.11,45.57,547.32,37.42,23.34,180.93,NORMAL
36.51,51.57,890.02,43.26,22.95,318.3,RISING_RISK
24.71,40.3,616.37,40.14,24.44,216.71,NORMAL
19.89,44.82,717.98,46.4,23.71,274.63,NORMAL
17.79,36.66,595.66,42.81,27.18,174.22,NORMAL
24.86,43.67,537.24,38.23,23.38,191.38,NORMAL
37.77,51.73,905.68,42.4,23.11,319.53,RISING_RISK
25.17,41.59,620.72,40.42,24.1,220.76,NORMAL
18.07,46.6,697.61,45.59,23.29,268.3,NORMAL
16.52,34.82,597.18,42.83,27.09,174.88,NORMAL
23.92,44.58,547.28,39.28,23.31,186.44,NORMAL
40.53,55.55,909.89,42.16,23.09,325.06,RISING_RISK
27.96,45.94,628.8,39.79,23.88,223.09,NORMAL
19.07,44.44,689.34,46.61,23.38,270.89,NORMAL
17.07,36.26,599.88,41.3,27.08,178.53,NORMAL
23.78,45.55,555.87,37.63,23.19,183.38,NORMAL
43.65,57.33,913.97,42.67,23.97,331.27,RISING_RISK
29.13,45.14,652.56,38.57,24.08,236.66,NORMAL
18.0,43.93,682.96,47.29,23.69,276.41,NORMAL
14.16,36.72,579.9,42.23,26.54,174.33,NORMAL
20.68,44.01,539.67,37.9,23.14,179.89,NORMAL
46.53,58.89,923.21,43.1,24.16,337.28,RISING_RISK
29.75,46.88,675.32,38.66,24.11,247.8,NORMAL
18.59,41.45,668.79,47.28,23.96,271.79,NORMAL
14.59,36.93,573.47,43.62,26.27,171.89,NORMAL
21.64,42.4,545.54,38.51,23.18,177.72,NORMAL
46.51,58.15,924.14,41.9,24.33,333.58,RISING_RISK
29.48,48.79,702.0,40.28,24.32,254.3,NORMAL
19.6,39.09,668.25,45.51,24.2,253.68,NORMAL
14.93,36.44,561.58,43.2,25.95,164.2,NORMAL
20.27,41.84,540.86,37.05,22.95,168.51,NORMAL
46.83,56.35,934.53,41.72,24.32,344.43,RISING_RISK
29.65,49.45,715.13,39.88,24.38,258.63,NORMAL
18.7,40.28,653.27,44.65,23.98,247.79,NORMAL
19.58,35.08,554.24,42.34,25.82,160.68,NORMAL
20.25,41.79,541.34,35.82,22.97,176.78,NORMAL
45.31,58.52,937.92,42.2,24.54,343.31,RISING_RISK
31.86,50.58,732.34,41.33,24.11,271.21,RISING_RISK
17.99,37.2,643.96,44.48,23.74,241.9,NORMAL
22.44,32.71,556.94,41.07,25.91,175.23,NORMAL
19.25,42.54,539.94,35.62,23.1,172.09,NORMAL
44.72,57.88,942.36,41.89,25.03,341.4,RISING_RISK
32.56,54.96,752.13,41.04,23.97,278.35,RISING_RISK
18.65,38.95,641.06,43.98,24.22,233.1,NORMAL
23.21,32.96,556.85,38.82,25.82,162.55,NORMAL
19.29,39.57,532.46,34.93,23.01,175.23,NORMAL
45.15,58.48,956.07,41.81,24.82,338.54,RISING_RISK
36.94,55.62,768.43,38.53,24.06,286.91,RISING_RISK
18.36,37.54,635.45,43.85,24.34,236.43,NORMAL
21.61,30.34,561.37,38.66,25.59,150.62,NORMAL
19.32,37.82,535.13,34.56,23.82,176.64,NORMAL
46.92,59.83,958.32,42.91,25.08,334.6,RISING_RISK
40.3,57.23,789.97,37.18,23.98,295.67,RISING_RISK
15.94,38.81,622.98,44.16,24.26,235.2,NORMAL
20.61,28.57,568.96,38.99,25.37,147.28,NORMAL
17.53,35.56,540.89,33.08,23.74,172.75,NORMAL
51.0,61.1,982.81,41.74,25.17,339.25,RISING_RISK
41.7,57.95,786.42,37.04,24.41,304.45,RISING_RISK
15.74,40.47,611.91,43.92,24.47,226.86,NORMAL
22.64,25.26,568.12,37.93,25.4,145.71,NORMAL
15.28,35.96,542.51,31.45,22.98,177.98,NORMAL
51.55,65.12,980.17,41.16,25.22,331.63,RISING_RISK
40.51,62.39,810.41,36.28,24.52,297.43,RISING_RISK
17.31,41.72,598.79,46.28,24.38,218.34,NORMAL
22.93,25.25,557.79,39.05,25.75,141.06,NORMAL
15.48,35.01,541.12,30.68,23.13,174.36,NORMAL
48.92,66.93,989.04,42.32,24.88,340.09,RISING_RISK
40.78,62.4,818.62,37.16,23.81,300.42,RISING_RISK
15.64,38.48,603.1,45.21,24.29,205.64,NORMAL
21.25,20.8,549.37,39.06,25.78,141.16,NORMAL
15.67,35.5,536.71,30.5,22.86,165.21,NORMAL
49.78,68.71,997.01,42.39,24.05,341.41,RISING_RISK
38.64,62.38,836.84,37.65,23.82,306.6,RISING_RISK
17.24,36.12,599.1,45.18,24.48,194.87,NORMAL
19.89,22.41,536.41,39.4,25.46,145.21,NORMAL
13.58,33.35,530.96,31.75,23.84,165.96,NORMAL
50.33,66.86,984.35,42.46,24.22,341.27,RISING_RISK
39.81,60.58,853.47,37.61,23.81,310.8,RISING_RISK
17.8,34.53,597.13,43.19,24.52,180.15,NORMAL
19.43,20.88,538.42,38.8,25.39,148.03,NORMAL
12.98,33.47,527.8,32.54,23.7,164.55,NORMAL
49.94,67.27,990.08,41.91,23.86,343.89,RISING_RISK
38.34,61.89,864.89,38.06,24.22,327.33,RISING_RISK
17.16,31.69,591.67,42.49,24.57,179.85,NORMAL
21.27,18.51,544.76,38.85,25.37,141.88,NORMAL
10.9,34.43,526.07,33.91,23.11,168.68,NORMAL
50.6,65.04,1005.08,41.3,23.69,340.28,STAGNATION_PREDICTED
37.55,63.6,873.74,38.47,23.99,331.82,RISING_RISK
17.74,30.27,567.25,40.7,24.62,175.98,NORMAL
21.5,18.47,546.79,36.16,25.36,137.85,NORMAL
11.22,30.3,532.15,34.17,23.08,178.51,NORMAL
50.36,65.05,1005.77,42.67,23.98,332.52,STAGNATION_PREDICTED
37.44,62.85,884.67,40.35,24.3,333.56,RISING_RISK
17.87,29.51,566.89,38.47,24.34,164.77,NORMAL
20.33,18.22,529.94,36.53,25.17,139.52,NORMAL
11.54,28.33,524.47,34.62,23.92,185.13,NORMAL
48.57,64.4,1005.79,42.71,23.46,339.11,STAGNATION_PREDICTED
41.29,61.26,889.8,42.6,24.53,340.05,RISING_RISK
17.34,25.96,556.64,39.34,24.5,154.21,NORMAL
23.02,17.21,520.0,37.37,25.02,143.5,NORMAL
13.06,29.76,520.43,35.78,23.87,180.86,NORMAL
50.25,64.05,1001.32,43.42,23.28,340.39,STAGNATION_PREDICTED
44.65,64.69,906.96,41.51,24.43,338.45,RISING_RISK
17.01,24.98,541.38,39.89,24.89,151.76,NORMAL
22.66,19.48,519.39,37.77,24.94,131.6,NORMAL
12.63,29.7,528.08,35.62,23.97,176.55,NORMAL
47.13,62.01,995.62,42.12,23.23,345.73,RISING_RISK
46.53,63.86,924.88,39.76,24.57,342.65,RISING_RISK
12.91,25.63,541.93,40.33,24.34,146.67,NORMAL
20.16,18.13,520.55,37.11,24.76,136.7,NORMAL
13.06,25.47,523.82,37.75,24.32,172.27,NORMAL
41.72,62.78,966.57,42.6,23.47,332.43,RISING_RISK
44.64,65.69,928.52,40.21,24.25,339.14,RISING_RISK
13.65,22.28,533.31,41.17,24.32,159.2,NORMAL
20.02,16.88,531.18,35.99,24.14,142.7,NORMAL
10.73,24.33,531.07,38.86,24.34,169.04,NORMAL
44.02,61.92,949.42,42.61,23.13,327.84,RISING_RISK
44.94,65.45,930.83,39.68,24.32,338.32,RISING_RISK
11.64,23.31,528.4,41.89,24.08,160.32,NORMAL
19.17,14.61,537.85,38.25,24.17,136.25,NORMAL
11.25,24.77,542.35,38.75,24.26,169.42,NORMAL
44.4,61.95,936.24,43.23,22.84,323.53,RISING_RISK
44.23,65.81,935.04,41.17,24.34,332.53,RISING_RISK
10.16,21.09,520.39,41.59,24.14,159.74,NORMAL
18.99,16.45,539.96,37.96,24.37,137.09,NORMAL
12.86,23.77,533.44,38.85,24.51,162.88,NORMAL
44.41,60.11,911.52,40.82,23.01,319.8,RISING_RISK
45.03,64.7,950.28,41.24,24.31,335.69,RISING_RISK
9.4,23.8,509.54,44.03,24.45,149.86,NORMAL
18.28,16.3,550.54,39.25,24.18,130.67,NORMAL
15.76,25.35,524.6,39.05,24.38,158.1,NORMAL
44.09,57.72,883.83,41.34,23.03,307.9,RISING_RISK
44.77,62.65,960.57,42.87,24.53,338.55,RISING_RISK
7.94,25.15,503.45,44.36,24.01,153.2,NORMAL
15.79,17.97,548.14,39.83,24.21,128.49,NORMAL
14.74,21.63,517.47,38.88,24.2,156.57,NORMAL
45.14,54.47,862.13,40.14,23.03,287.55,RISING_RISK
44.37,62.93,967.17,42.25,23.84,345.36,RISING_RISK
7.25,26.67,507.78,43.53,23.73,156.38,NORMAL
18.05,15.4,556.63,40.96,24.35,136.9,NORMAL
14.9,22.34,519.49,37.34,23.99,164.49,NORMAL
43.08,51.05,834.09,40.1,23.08,285.89,RISING_RISK
44.56,64.68,997.95,44.45,24.06,349.97,RISING_RISK
9.83,27.14,517.95,42.86,23.19,158.47,NORMAL
18.46,14.79,563.57,40.61,24.07,138.08,NORMAL
12.55,20.04,506.31,37.17,23.89,163.13,NORMAL
41.71,50.1,812.41,41.54,23.74,274.74,RISING_RISK
44.72,63.89,998.87,45.9,23.76,350.32,RISING_RISK
12.75,26.64,528.7,42.57,23.15,164.59,NORMAL
18.54,13.6,553.37,43.87,24.16,137.34,NORMAL
12.68,20.07,502.37,40.5,24.03,158.75,NORMAL
39.19,46.85,796.14,40.23,23.95,261.37,RISING_RISK
43.18,65.23,1000.42,45.36,23.97,342.19,STAGNATION_PREDICTED
12.34,26.23,504.16,41.42,22.72,163.97,NORMAL
18.74,16.24,553.59,43.18,23.91,127.13,NORMAL
13.04,15.81,495.94,39.72,23.68,161.26,NORMAL
38.33,45.35,783.43,40.54,24.15,257.91,RISING_RISK
